1394162250,47
1394162265,62
1394162280,74
1394162295,44
1394162310,53
1394162325,15
1394162340,76
1394162355,8
1394162370,2
1394162385,12
1394162400,93
1394162415,49
1394162430,68
1394162445,51
1394162460,8
1394162475,14
1394162490,12
1394162505,21
1394162520,87
1394162535,9
1394162550,7
1394162565,81
1394162580,67
1394162595,76
1394162610,55
1394162625,13
1394162640,12
1394162655,67
1394162670,82
1394162685,38
1394162700,72
1394162715,21
1394162730,16
1394162745,82
1394162760,62
1394162775,9
1394162790,21
1394162805,15
1394162820,4
1394162835,22
1394162850,8
1394162865,50
1394162880,28
1394162895,70
1394162910,75
1394162925,90
1394162940,14
1394162955,81
1394162970,87
1394162985,28
1394163000,26
1394163015,73
1394163030,23
1394163045,14
1394163060,87
1394163075,15
1394163090,32
1394163105,6
1394163120,63
1394163135,3
1394163150,44
1394163165,75
1394163180,26
1394163195,99
1394163210,30
1394163225,5
1394163240,35
1394163255,82
1394163270,69
1394163285,35
1394163300,73
1394163315,21
1394163330,89
1394163345,55
1394163360,90
1394163375,57
1394163390,55
1394163405,98
1394163420,53
1394163435,55
1394163450,62
1394163465,17
1394163480,60
1394163495,31
1394163510,65
1394163525,64
1394163540,37
1394163555,4
1394163570,34
1394163585,9
1394163600,1
1394163615,83
1394163630,0
1394163645,40
1394163660,18
1394163675,79
1394163690,97
1394163705,79
1394163720,21
1394163735,20
1394163750,83
1394163765,19
1394163780,76
1394163795,76
1394163810,37
1394163825,90
1394163840,75
1394163855,49
1394163870,74
1394163885,66
1394163900,69
1394163915,99
1394163930,63
1394163945,80
1394163960,16
1394163975,66
1394163990,37
1394164005,54
1394164020,51
1394164035,54
1394164050,5
1394164065,66
1394164080,42
1394164095,26
1394164110,81
1394164125,33
1394164140,16
1394164155,65
1394164170,51
1394164185,84
1394164200,96
1394164215,60
1394164230,18
1394164245,31
1394164260,25
1394164275,30
1394164290,82
1394164305,40
1394164320,88
1394164335,46
1394164350,93
1394164365,79
1394164380,96
1394164395,44
1394164410,35
1394164425,74
1394164440,96
1394164455,32
1394164470,16
1394164485,45
1394164500,73
1394164515,25
1394164530,44
1394164545,83
1394164560,29
1394164575,92
1394164590,70
1394164605,67
1394164620,83
1394164635,82
1394164650,43
1394164665,47
1394164680,88
1394164695,26
1394164710,48
1394164725,96
1394164740,73
1394164755,34
1394164770,45
1394164785,55
1394164800,7
1394164815,84
1394164830,88
1394164845,33
1394164860,91
1394164875,74
1394164890,32
1394164905,65
1394164920,63
1394164935,8
1394164950,11
1394164965,68
1394164980,80
1394164995,7
1394165010,89
1394165025,26
1394165040,44
1394165055,60
1394165070,72
1394165085,5
1394165100,34
1394165115,82
1394165130,71
1394165145,82
1394165160,72
1394165175,98
1394165190,18
1394165205,39
1394165220,37
1394165235,68
1394165250,85
1394165265,5
1394165280,88
1394165295,1
1394165310,53
1394165325,94
1394165340,52
1394165355,59
1394165370,83
1394165385,61
1394165400,73
1394165415,48
1394165430,96
1394165445,9
1394165460,70
1394165475,63
1394165490,11
1394165505,61
1394165520,94
1394165535,62
1394165550,17
1394165565,42
1394165580,15
1394165595,34
1394165610,60
1394165625,83
1394165640,82
1394165655,97
1394165670,63
1394165685,68
1394165700,33
1394165715,98
1394165730,75
1394165745,3
1394165760,79
1394165775,94
1394165790,72
1394165805,12
1394165820,75
1394165835,61
1394165850,4
1394165865,13
1394165880,7
1394165895,58
1394165910,15
1394165925,96
1394165940,7
1394165955,39
1394165970,34
1394165985,40
1394166000,79
1394166015,12
1394166030,68
1394166045,25
1394166060,38
1394166075,9
1394166090,88
1394166105,79
1394166120,16
1394166135,57
1394166150,9
1394166165,10
1394166180,37
1394166195,75
1394166210,47
1394166225,33
1394166240,97
1394166255,70
1394166270,89
1394166285,37
1394166300,49
1394166315,24
1394166330,48
1394166345,46
1394166360,65
1394166375,88
1394166390,30
1394166405,23
1394166420,97
1394166435,57
1394166450,76
1394166465,93
1394166480,41
1394166495,55
1394166510,30
1394166525,53
1394166540,48
1394166555,87
1394166570,50
1394166585,39
1394166600,68
1394166615,34
1394166630,32
1394166645,39
1394166660,29
1394166675,45
1394166690,68
1394166705,49
1394166720,45
1394166735,24
1394166750,20
1394166765,7
1394166780,89
1394166795,8
1394166810,96
1394166825,75
1394166840,49
1394166855,99
1394166870,1
1394166885,84
1394166900,65
