1392080000,0
1392080010,80
1392080020,42
1392080030,33
1392080040,79
1392080050,48
1392080060,82
1392080070,57
1392080080,97
1392080090,15
1392080100,93
1392080110,27
1392080120,0
1392080130,23
1392080140,73
1392080150,71
1392080160,24
1392080170,67
1392080180,43
1392080190,21
1392080200,49
1392080210,71
1392080220,68
1392080230,55
1392080240,48
1392080250,2
1392080260,98
1392080270,60
1392080280,38
1392080290,75
1392080300,91
1392080310,97
1392080320,75
1392080330,99
1392080340,8
1392080350,61
1392080360,90
1392080370,43
1392080380,75
1392080390,27
1392080400,67
1392080410,72
1392080420,59
1392080430,60
1392080440,59
1392080450,80
1392080460,69
1392080470,53
1392080480,26
1392080490,85
1392080500,5
1392080510,74
1392080520,92
1392080530,20
1392080540,77
1392080550,65
1392080560,48
1392080570,54
1392080580,16
1392080590,3
1392080600,50
1392080610,73
1392080620,1
1392080630,76
1392080640,26
1392080650,58
1392080660,59
1392080670,32
1392080680,50
1392080690,38
1392080700,19
1392080710,7
1392080720,62
1392080730,84
1392080740,81
1392080750,23
1392080760,8
1392080770,50
1392080780,51
1392080790,52
1392080800,5
1392080810,30
1392080820,35
1392080830,38
1392080840,60
1392080850,67
1392080860,53
1392080870,84
1392080880,85
1392080890,38
1392080900,65
1392080910,64
1392080920,17
1392080930,91
1392080940,6
1392080950,96
1392080960,71
1392080970,33
1392080980,58
1392080990,90
1392081000,94
1392081010,72
1392081020,14
1392081030,61
1392081040,20
1392081050,6
1392081060,61
1392081070,45
1392081080,88
1392081090,96
1392081100,39
1392081110,55
1392081120,63
1392081130,74
1392081140,69
1392081150,87
1392081160,39
1392081170,34
1392081180,18
1392081190,63
1392081200,11
1392081210,95
1392081220,38
1392081230,63
1392081240,68
1392081250,21
1392081260,11
1392081270,76
1392081280,84
1392081290,90
1392081300,93
1392081310,67
1392081320,3
1392081330,58
1392081340,46
1392081350,84
1392081360,75
1392081370,35
1392081380,2
1392081390,11
1392081400,65
1392081410,37
1392081420,69
1392081430,33
1392081440,13
1392081450,63
1392081460,99
1392081470,48
1392081480,80
1392081490,89
1392081500,60
1392081510,60
1392081520,39
1392081530,1
1392081540,19
1392081550,60
1392081560,14
1392081570,50
1392081580,40
1392081590,8
1392081600,94
1392081610,53
1392081620,19
1392081630,39
1392081640,9
1392081650,55
1392081660,40
1392081670,91
1392081680,55
1392081690,98
1392081700,65
1392081710,57
1392081720,50
1392081730,91
1392081740,15
1392081750,61
1392081760,4
1392081770,55
1392081780,34
1392081790,96
1392081800,55
1392081810,29
1392081820,50
1392081830,83
1392081840,6
1392081850,28
1392081860,75
1392081870,16
1392081880,23
1392081890,4
1392081900,19
1392081910,48
1392081920,72
1392081930,56
1392081940,92
1392081950,0
1392081960,59
1392081970,51
1392081980,99
1392081990,8
1392082000,94
1392082010,96
1392082020,28
1392082030,0
1392082040,92
1392082050,67
1392082060,38
1392082070,77
1392082080,94
1392082090,58
1392082100,23
1392082110,53
1392082120,93
1392082130,36
1392082140,12
1392082150,36
1392082160,31
1392082170,3
1392082180,29
1392082190,55
1392082200,54
1392082210,88
1392082220,79
1392082230,50
1392082240,28
1392082250,69
1392082260,39
1392082270,56
1392082280,82
1392082290,53
1392082300,35
1392082310,14
1392082320,88
1392082330,60
1392082340,14
1392082350,70
1392082360,75
1392082370,43
1392082380,26
1392082390,8
1392082400,9
1392082410,31
1392082420,51
1392082430,11
1392082440,47
1392082450,78
1392082460,56
1392082470,37
1392082480,77
1392082490,70
1392082500,21
1392082510,25
1392082520,55
1392082530,29
1392082540,33
1392082550,20
1392082560,59
1392082570,37
1392082580,19
1392082590,39
1392082600,74
1392082610,12
1392082620,65
1392082630,2
1392082640,1
1392082650,45
1392082660,7
1392082670,45
1392082680,88
1392082690,55
1392082700,32
1392082710,65
1392082720,79
1392082730,52
1392082740,39
1392082750,13
1392082760,2
1392082770,93
1392082780,4
1392082790,22
1392082800,90
1392082810,98
1392082820,36
1392082830,11
1392082840,44
1392082850,59
1392082860,5
1392082870,94
1392082880,7
1392082890,37
1392082900,82
1392082910,85
1392082920,90
1392082930,4
1392082940,77
1392082950,28
1392082960,12
1392082970,49
1392082980,29
1392082990,68
1392083000,41
1392083010,19
1392083020,6
1392083030,4
1392083040,55
1392083050,53
1392083060,71
1392083070,75
1392083080,95
1392083090,15
1392083100,64
1392083110,56
1392083120,2
1392083130,32
1392083140,57
1392083150,70
1392083160,13
1392083170,35
1392083180,7
1392083190,26
1392083200,4
1392083210,81
1392083220,6
1392083230,30
1392083240,19
1392083250,81
1392083260,45
1392083270,95
1392083280,61
1392083290,67
1392083300,6
1392083310,49
1392083320,1
1392083330,83
1392083340,77
1392083350,25
1392083360,17
1392083370,74
1392083380,99
1392083390,2
1392083400,62
1392083410,9
1392083420,23
1392083430,26
1392083440,76
1392083450,49
1392083460,12
1392083470,7
1392083480,68
1392083490,67
1392083500,20
1392083510,44
1392083520,49
1392083530,49
1392083540,65
1392083550,28
1392083560,98
1392083570,15
1392083580,90
1392083590,92
1392083600,74
1392083610,34
1392083620,45
1392083630,82
1392083640,2
1392083650,5
1392083660,17
1392083670,88
1392083680,72
1392083690,72
1392083700,39
1392083710,21
1392083720,16
1392083730,97
1392083740,49
1392083750,43
1392083760,38
1392083770,77
1392083780,4
1392083790,67
1392083800,20
1392083810,8
1392083820,68
1392083830,34
1392083840,96
1392083850,21
1392083860,14
1392083870,63
1392083880,75
1392083890,91
1392083900,32
1392083910,42
1392083920,56
1392083930,90
1392083940,59
1392083950,17
1392083960,87
1392083970,16
1392083980,44
1392083990,67
1392084000,35
1392084010,66
1392084020,25
1392084030,92
1392084040,77
1392084050,49
1392084060,0
1392084070,36
1392084080,86
1392084090,95
1392084100,97
1392084110,1
1392084120,77
1392084130,99
1392084140,87
1392084150,2
1392084160,77
1392084170,24
1392084180,19
1392084190,28
1392084200,2
1392084210,59
1392084220,90
1392084230,5
1392084240,7
1392084250,26
1392084260,44
1392084270,20
1392084280,62
1392084290,69
1392084300,33
1392084310,15
1392084320,83
1392084330,82
1392084340,86
1392084350,29
1392084360,49
1392084370,71
1392084380,44
1392084390,82
1392084400,40
1392084410,82
1392084420,19
1392084430,76
1392084440,10
1392084450,25
1392084460,7
1392084470,81
1392084480,21
1392084490,25
1392084500,94
1392084510,40
1392084520,84
1392084530,89
1392084540,93
1392084550,91
1392084560,13
1392084570,11
1392084580,74
1392084590,67
1392084600,79
1392084610,59
1392084620,48
1392084630,69
1392084640,64
1392084650,27
1392084660,3
1392084670,45
1392084680,33
1392084690,51
1392084700,44
1392084710,17
1392084720,62
1392084730,84
1392084740,77
1392084750,43
1392084760,48
1392084770,14
1392084780,25
1392084790,41
1392084800,49
1392084810,70
1392084820,14
1392084830,13
1392084840,64
1392084850,98
1392084860,72
1392084870,49
1392084880,27
1392084890,17
1392084900,62
1392084910,15
1392084920,63
1392084930,80
1392084940,89
1392084950,58
1392084960,95
1392084970,61
1392084980,3
1392084990,62
1392085000,17
1392085010,61
1392085020,42
1392085030,39
1392085040,32
1392085050,11
1392085060,57
1392085070,6
1392085080,85
1392085090,3
1392085100,78
1392085110,61
1392085120,20
1392085130,55
1392085140,50
1392085150,64
1392085160,85
1392085170,36
1392085180,87
